country,mined_raw_mat,unit,2018,2019,2020,2021,2022
India,Zinc,(t),728400.0,719220.0,756090.0,801035.0,839051.0
India,Gold,(kg),1664.0,1742.0,1127.0,1251.0,1302.0
India,Silver,(kg),679386.0,609340.0,705795.0,647140.0,713625.0
India,Baryte,(t),2488756.0,2739035.0,2500000.0,2500000.0,2000000.0
India,Bentonite,(t),3661450.0,3605000.0,3740000.0,3550000.0,3500000.0
India,Diam. (Gem),(ct),13877.0,10301.0,5010.0,0.0,0.0
India,Diam. (Ind),(ct),24560.0,18515.0,8910.0,266.0,388.0
India,Feldspar,(t),8486262.0,6172997.0,4820000.0,6430000.0,6000000.0
India,Fluorspar,(t),1079.0,1315.0,1052.0,1237.0,1100.0
India,Graphite,(t),39030.0,34674.0,35386.0,57264.0,82439.0
India,Gypsum,(t),4664046.0,3006046.0,6788200.0,3547250.0,4000000.0
India,Kaolin,(t),8201946.0,8000000.0,8000000.0,8000000.0,8400000.0
India,Magnesite,(t),146875.0,102554.0,74661.0,113495.0,107525.0
India,Phosphates,(t),342890.0,332940.0,337800.0,323750.0,459100.0
India,Salt,(t),30033300.0,28058400.0,26564400.0,26600100.0,30000000.0
India,Sulfur,(t),4290400.0,3900950.0,3750000.0,3681000.0,3725000.0
India,Talc,(t),1682825.0,1748963.0,1720000.0,1575000.0,1630000.0
India,Vermiculite,(t),2992.0,2774.0,1260.0,3061.0,2303.0
India,Zircon,(t),11906.0,15600.0,16000.0,16000.0,16000.0
India,Steam Coal,(t),687586000.0,677938000.0,671296000.0,726508000.0,832430000.0
India,Coking Coal,(t),41132000.0,52936000.0,44787000.0,51702000.0,60760000.0
India,Lignite,(t),44283000.0,42096000.0,37895000.0,47492000.0,44990000.0
India,Nat. Gas,(Mio m3),32058.0,30257.0,27784.0,33131.0,33664.0
India,Petroleum,(t),34203270.0,32169270.0,30494090.0,29688440.0,29178680.0
India,Uranium,(t),499.0,363.0,472.0,708.0,708.0
Indonesia,Iron,(t),600000.0,1379300.0,2951100.0,3300000.0,3000000.0
Indonesia,Cobalt,(t),350.0,350.0,1000.0,2100.0,9600.0
Indonesia,Manganese,(t),24000.0,24000.0,23500.0,40000.0,0.0
Indonesia,Nickel,(t),651600.0,1036200.0,816700.0,1173200.0,1593400.0
Indonesia,Aluminium,(t),219306.0,233457.0,220089.0,200577.0,223774.0
Indonesia,Bauxite,(t),11023850.0,16592740.0,25859895.0,25781187.0,28808674.0
Indonesia,Copper,(t),651132.0,351220.0,505650.0,731060.0,940770.0
Indonesia,Lead,(t),10880.0,9450.0,7090.0,6735.0,4800.0
Indonesia,Tin,(t),82809.0,76390.0,52617.0,34466.0,56093.0
Indonesia,Zinc,(t),21100.0,25215.0,20390.0,14780.0,11375.0
Indonesia,Gold,(kg),135250.0,108900.0,66190.0,72660.0,96800.0
Indonesia,Silver,(kg),308810.0,487400.0,338100.0,295920.0,298650.0
Indonesia,Feldspar,(t),749300.0,480800.0,287400.0,313200.0,325700.0
Indonesia,Kaolin,(t),1368400.0,2754600.0,1636000.0,1568000.0,975300.0
Indonesia,Salt,(t),2719256.0,2852125.0,1365711.0,879986.0,635865.0
Indonesia,Sulfur,(t),500000.0,500000.0,500000.0,500000.0,500000.0
Indonesia,Zircon,(t),53700.0,73100.0,77200.0,54630.0,97400.0
Indonesia,Steam Coal,(t),543919000.0,594796500.0,561979800.0,564815600.0,680712000.0
Indonesia,Coking Coal,(t),5117786.0,5752018.0,4800000.0,6000000.0,6000000.0
Indonesia,Nat. Gas,(Mio m3),72570.0,67160.0,59180.0,58960.0,57410.0
Indonesia,Petroleum,(t),38434800.0,37104200.0,35367913.0,32786100.0,30489800.0
Iran,Iron,(t),24700000.0,28305000.0,33660000.0,34980000.0,36874200.0
Iran,Chromium,(t),113410.0,104400.0,103340.0,85620.0,130440.0
Iran,Manganese,(t),45595.0,50240.0,63580.00000000001,93940.0,65800.0
Iran,Molybdenum,(t),3690.0,4160.0,3536.0,4150.0,5980.0
Iran,Titanium,(t),30000.0,4880.0,5000.0,6860.0,19570.0
Iran,Aluminium,(t),304800.0,258166.0,424475.0,543715.0,611551.0
Iran,Antimony,(t),1645.0,330.0,1065.0,1960.0,3890.0
Iran,Bauxite,(t),866683.0,828788.0,1042325.0,883950.0,955528.0
Iran,Copper,(t),316380.0,314143.0,313323.0,313612.0,314995.0
Iran,Lead,(t),49600.0,72500.0,81800.0,74100.0,105500.0
Iran,Zinc,(t),143600.0,209900.0,215200.0,195100.0,228700.0
Iran,Gold,(kg),7600.0,8140.0,6919.0,6990.0,7472.0
Iran,Silver,(kg),50000.0,50000.0,50000.0,50000.0,50000.0
Iran,Baryte,(t),477227.0,247207.0,285756.0,297469.0,224626.0
Iran,Bentonite,(t),423604.0,761079.0,714684.0,1153283.0,1341023.0
Iran,Boron,(t),851.0,2026.0,1495.0,2000.0,2735.0
Iran,Diatomite,(t),0.0,600.0,170.0,5550.0,0.0
Iran,Feldspar,(t),1320452.0,2415368.0,1910505.0,2803515.0,3094356.0
Iran,Fluorspar,(t),55000.0,54824.0,116159.0,65000.0,62005.0
Iran,Gypsum,(t),10904289.0,14750093.0,15124823.0,14322761.0,18406880.0
Iran,Kaolin,(t),1158983.0,1813395.0,1923895.0,1348232.0,2600110.0
Iran,Magnesite,(t),137445.0,147760.0,256124.0,248376.0,210513.0
Iran,Perlite,(t),71579.0,31828.0,52750.0,77024.0,6709.0
Iran,Phosphates,(t),105840.0,102230.0,105000.0,83900.0,95430.0
Iran,Potash,(t),32900.0,37200.0,37000.0,40000.0,50000.0
Iran,Salt,(t),2453873.0,2639192.0,3200232.0,3083719.0,3877712.0
Iran,Sulfur,(t),2200000.0,2200000.0,2200000.0,2000000.0,2000000.0
Iran,Talc,(t),73259.0,49650.0,61665.0,74537.0,93535.0
Iran,Steam Coal,(t),400000.0,485000.0,450000.0,318200.0,364200.0
Iran,Coking Coal,(t),1650000.0,1600000.0,1423900.0,980000.0,1909050.0
Iran,Nat. Gas,(Mio m3),224899.0,232900.0,249530.0,256650.0,259399.0
Iran,Petroleum,(t),219633830.0,158608670.0,144367790.0,168793020.0,176541170.0
Iraq,Gypsum,(t),1000000.0,1000000.0,1000000.0,1000000.0,1100000.0
Iraq,Phosphates,(t),377120.0,300000.0,300000.0,0.0,0.0
Iraq,Salt,(t),271500.0,270000.0,300000.0,57602.0,60000.0
Iraq,Sulfur,(t),40000.0,40000.0,40000.0,179600.0,180000.0
Iraq,Nat. Gas,(Mio m3),10574.0,10967.0,7005.0,9107.0,9429.0
Iraq,Petroleum,(t),227012450.0,234220100.0,202037850.0,200829370.0,221310150.0
Ireland,Lead,(t),16712.0,16053.0,14401.0,13192.0,14181.0
Ireland,Zinc,(t),131742.0,122463.0,127008.0,112249.0,103264.0
Ireland,Silver,(kg),1160.0,1578.0,918.0,1342.0,2750.0
Ireland,Gypsum,(t),200000.0,200000.0,150000.0,110000.0,110000.0
Ireland,Nat. Gas,(Mio m3),3060.0,2390.0,1840.0,1400.0,1290.0
Israel,Gypsum,(t),75800.0,72000.0,0.0,0.0,0.0
Israel,Phosphates,(t),1100500.0,898200.0,988800.0,777900.0,694400.0
Israel,Potash,(t),2149300.0,2043500.0,2415600.0,2379000.0,2446710.0
Israel,Salt,(t),377000.0,301000.0,275200.0,262350.0,255000.0
Israel,Nat. Gas,(Mio m3),9010.0,9035.0,13305.0,16623.0,18910.0
Israel,Oil Shales,(t),414580.0,402882.0,392990.0,430840.0,254425.0
Israel,Petroleum,(t),73933.0,84020.0,130427.0,164765.0,187443.0
Italy,Bentonite,(t),100067.0,82720.0,65989.0,32252.0,102264.0
Italy,Feldspar,(t),2200000.0,2200000.0,2200000.0,2200000.0,2200000.0
Italy,Gypsum,(t),188618.0,298242.0,163749.0,0.0,847447.0
Italy,Kaolin,(t),300000.0,250000.0,200000.0,180000.0,200000.0
Italy,Salt,(t),1514829.0,1538072.0,1192956.0,1500458.0,1460833.0
Italy,Sulfur,(t),809900.0,1261100.0,458700.0,613100.0,745200.0
Italy,Talc,(t),165000.0,160000.0,165000.0,165000.0,180000.0
Italy,Nat. Gas,(Mio m3),5443.0,4852.0,4117.0,3343.0,3316.0
Italy,Petroleum,(t),4684200.0,4279000.0,5393780.0,4840300.0,4497484.0
Jamaica,Bauxite,(t),10058228.0,9022286.0,7546139.0,5949600.0,4364700.0
Jamaica,Gypsum,(t),47000.0,55000.0,66000.0,66000.0,84000.0
Jamaica,Salt,(t),10000.0,10000.0,10000.0,10000.0,10000.0
Japan,Arsenic,(t),45.0,45.0,40.0,40.0,40.0
Japan,Bismuth,(t),571.0,540.0,570.0,478.0,480.0
Japan,Cadmium,(t),1980.0,1783.0,1880.0,1900.0,1800.0
Japan,Gallium,(t),3.0,3.0,3.0,3.0,3.0
Japan,Germanium,(t),2.0,2.0,2.0,2.0,2.0
Japan,Indium,(t),70.0,70.0,66.0,66.0,66.0
Japan,Selenium,(t),768.0,740.0,740.0,720.0,710.0
Japan,Tellurium,(t),58.0,50.0,70.0,68.0,68.0
Japan,Gold,(kg),6453.0,6313.0,7590.0,6225.0,4886.0
Japan,Silver,(kg),3596.0,3467.0,4192.0,3339.0,2923.0
Japan,Bentonite,(t),250000.0,250000.0,250000.0,250000.0,260000.0
Japan,Kaolin,(t),12000.0,12000.0,12000.0,12000.0,12000.0
Japan,Salt,(t),929000.0,903000.0,874000.0,855000.0,897000.0
Japan,Sulfur,(t),3408300.0,3259000.0,3140500.0,2995100.0,3120000.0
Japan,Talc,(t),160000.0,160000.0,160000.0,160000.0,140000.0
Japan,Nat. Gas,(Mio m3),2707.0,2524.0,2295.0,2305.0,2148.0
Japan,Petroleum,(t),449000.0,470200.0,461000.0,441200.0,378700.0
Jordan,Gypsum,(t),190606.0,264724.0,184917.0,399968.0,400000.0
Jordan,Kaolin,(t),11000.0,11000.0,11000.0,11000.0,11000.0
Jordan,Phosphates,(t),2567170.0,2951470.0,2860140.0,3204880.0,3602500.0
Jordan,Potash,(t),1485960.0,1516460.0,1598200.0,1563430.0,1637240.0
Jordan,Salt,(t),48901.0,36850.0,39088.0,42359.0,40000.0
Jordan,Sulfur,(t),279910.0,255060.0,282200.0,316540.0,321440.0
Jordan,Nat. Gas,(Mio m3),93.0,99.0,150.0,184.0,152.0
Jordan,Petroleum,(t),1000.0,1600.0,2500.0,14300.0,12900.0
Kazakhstan,Iron,(t),12968800.0,14278750.0,15105100.0,15966300.0,12567100.0
Kazakhstan,Chromium,(t),2378200.0,2458800.0,1977900.0,1901500.0,1833900.0
Kazakhstan,Manganese,(t),288300.0,230700.0,164300.0,129800.0,136600.0
Kazakhstan,Molybdenum,(t),149.0,258.0,384.0,880.0,2005.0
Kazakhstan,Titanium,(t),65000.0,60000.0,28000.0,20000.0,22000.0
Kazakhstan,Aluminium,(t),258400.0,264895.0,265665.0,262361.0,249141.0
Kazakhstan,Antimony,(t),150.0,0.0,0.0,0.0,467.0
Kazakhstan,Bauxite,(t),6104200.0,4118400.0,4057800.0,4370100.0,4175900.0
Kazakhstan,Bismuth,(t),159.0,200.0,270.0,250.0,101.0
Kazakhstan,Cadmium,(t),850.0,1200.0,1500.0,1500.0,1000.0
Kazakhstan,Copper,(t),632550.0,604970.0,548760.0,511940.0,594050.0
Kazakhstan,Lead,(t),86500.0,55700.0,30200.0,29900.0,30100.0
Kazakhstan,Rhenium,(kg),1600.0,1000.0,1000.0,1000.0,800.0
Kazakhstan,Selenium,(t),10.0,10.0,0.0,0.0,0.0
Kazakhstan,Zinc,(t),346000.0,321900.0,341400.0,318400.0,315100.0
Kazakhstan,Gold,(kg),100288.0,106559.0,116964.0,114843.0,129779.0
Kazakhstan,Silver,(kg),969347.0,1022068.0,1035181.0,1004789.0,1013070.0
Kazakhstan,Asbestos,(t),202900.0,210700.0,227400.0,250100.0,250100.0
Kazakhstan,Baryte,(t),773200.0,530600.0,445300.0,1016500.0,650000.0
Kazakhstan,Bentonite,(t),120000.0,52000.0,59200.0,60000.0,60000.0
Kazakhstan,Boron,(t),30000.0,30000.0,30000.0,30000.0,30000.0
Kazakhstan,Gypsum,(t),121400.0,78200.0,94500.0,184700.0,233100.0
Kazakhstan,Phosphates,(t),381200.0,388540.0,456010.0,426330.0,428040.0
Kazakhstan,Salt,(t),885717.0,1094659.0,1237455.0,1231996.0,1678472.0
Kazakhstan,Sulfur,(t),3218250.0,3834100.0,4378900.0,4587200.0,4310200.0
Kazakhstan,Steam Coal,(t),101085800.0,98593000.0,97924100.0,102638500.0,104500100.0
Kazakhstan,Coking Coal,(t),10836000.0,10478500.0,10052900.0,8752200.0,7627000.0
Kazakhstan,Lignite,(t),6560700.0,5929100.0,5422100.0,4827800.0,5664100.0
Kazakhstan,Nat. Gas,(Mio m3),36350.0,33100.0,32810.0,26747.0,27011.0
Kazakhstan,Petroleum,(t),90359500.0,90555500.0,85656100.0,85879400.0,84235900.0
Kazakhstan,Uranium,(t),25595.0,26895.0,22967.0,25729.0,25031.0
Kenya,Manganese,(t),7000.0,16600.0,13600.0,28500.0,61200.0
Kenya,Titanium,(t),340150.0,262660.0,256410.0,254210.0,275290.0
Kenya,Gold,(kg),472.0,395.0,150.0,292.0,564.0
Kenya,Diatomite,(t),1548.0,921.0,928.0,763.0,1401.0
Kenya,Gypsum,(t),5700.0,5700.0,5700.0,6000.0,6000.0
Kenya,Kaolin,(t),1000.0,1000.0,800.0,900.0,1900.0
Kenya,Salt,(t),28841.0,13728.0,4703.0,7099.0,23215.0
Kenya,Vermiculite,(t),0.0,100.0,0.0,700.0,300.0
Kenya,Zircon,(t),36387.0,30440.0,31730.0,28933.0,29715.0
Kenya,Petroleum,(t),0.0,32400.0,41000.0,0.0,0.0
"Korea, North",Iron,(t),2082800.0,1796400.0,1640800.0,1684000.0,1647800.0
"Korea, North",Molybdenum,(t),560.0,530.0,100.0,100.0,620.0
"Korea, North",Tungsten,(t),1410.0,1130.0,410.0,50.0,1520.0
"Korea, North",Cadmium,(t),200.0,150.0,150.0,150.0,150.0
"Korea, North",Copper,(t),15000.0,2000.0,2000.0,2000.0,2000.0
"Korea, North",Lead,(t),35000.0,25000.0,24000.0,25000.0,25000.0
"Korea, North",Zinc,(t),30000.0,25700.0,25000.0,28000.0,28000.0
"Korea, North",Gold,(kg),10000.0,10000.0,10000.0,10000.0,10000.0
"Korea, North",Silver,(kg),70000.0,50000.0,50000.0,50000.0,50000.0
"Korea, North",Baryte,(t),4200.0,4000.0,4000.0,4000.0,4000.0
"Korea, North",Fluorspar,(t),6900.0,6900.0,6900.0,6000.0,6000.0
"Korea, North",Graphite,(t),45000.0,45000.0,45000.0,30000.0,20000.0
"Korea, North",Magnesite,(t),100000.0,100000.0,100000.0,80000.0,80000.0
"Korea, North",Salt,(t),100000.0,100000.0,100000.0,100000.0,100000.0
"Korea, North",Sulfur,(t),10000.0,10000.0,10000.0,10000.0,10000.0
"Korea, North",Talc,(t),40000.0,40000.0,30000.0,30000.0,30000.0
"Korea, North",Steam Coal,(t),16899000.0,20210000.0,19000000.0,15600000.0,16300000.0
"Korea, South",Iron,(t),229530.0,205410.0,345140.0,323140.0,260400.0
"Korea, South",Molybdenum,(t),1.0,266.0,411.0,408.0,366.0
"Korea, South",Titanium,(t),117250.0,162790.0,158340.0,177420.0,152250.0
"Korea, South",Cadmium,(t),5100.0,3950.0,4100.0,4000.0,4000.0
"Korea, South",Gallium,(t),3.0,2.0,2.0,2.0,2.0
"Korea, South",Indium,(t),235.0,225.0,210.0,190.0,180.0
"Korea, South",Lead,(t),2340.0,1930.0,1680.0,1530.0,970.0
"Korea, South",Zinc,(t),3660.0,4110.0,4250.0,4370.0,3960.0
"Korea, South",Gold,(kg),239.0,181.0,170.0,162.0,128.0
"Korea, South",Silver,(kg),7090.0,5245.0,7203.0,10001.0,7100.0
"Korea, South",Bentonite,(t),31824.0,43886.0,5314.0,34243.0,341335.0
"Korea, South",Diatomite,(t),25902.0,40910.0,65240.0,49616.0,49097.0
"Korea, South",Feldspar,(t),617166.0,396898.0,415426.0,987309.0,851046.0
"Korea, South",Graphite,(t),670.0,302.0,3052.0,18297.0,23798.0
"Korea, South",Kaolin,(t),369274.0,317626.0,393236.0,352003.0,426960.0
"Korea, South",Salt,(t),282590.0,261970.0,176247.0,280876.0,260616.0
"Korea, South",Sulfur,(t),2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
"Korea, South",Talc,(t),348648.0,330250.0,315446.0,355104.0,322830.0
"Korea, South",Steam Coal,(t),1201920.0,1084000.0,1019000.0,897900.0,820181.0
"Korea, South",Nat. Gas,(Mio m3),293.0,248.0,177.0,53.0,0.0
"Korea, South",Petroleum,(t),25730.0,21130.0,13990.0,4800.0,2320.0
Kosovo,Nickel,(t),4790.0,3360.0,4150.0,4960.0,300.0
Kosovo,Lead,(t),4700.0,3960.0,3870.0,5250.0,4734.0
Kosovo,Zinc,(t),3600.0,3050.0,3890.0,3620.0,4108.0
Kosovo,Lignite,(t),7169767.0,8063051.0,8537948.0,8535436.0,8253435.0
Kuwait,Salt,(t),59300.0,58600.0,59000.0,60000.0,60000.0
Kuwait,Sulfur,(t),671000.0,623300.0,649800.0,959000.0,1268500.0
Kuwait,Nat. Gas,(Mio m3),17925.0,17516.0,17522.0,18800.0,19300.0
Kuwait,Petroleum,(t),136244500.0,133309720.0,121347440.0,120264800.0,134810500.0
Kyrgyzstan,Antimony,(t),680.0,20.0,20.0,0.0,20.0
Kyrgyzstan,Copper,(t),8813.0,8640.0,6500.0,8100.0,7500.0
Kyrgyzstan,Mercury,(t),88.0,20.0,20.0,12.0,5.0
Kyrgyzstan,Gold,(kg),22602.0,26127.0,24150.0,24870.0,27800.0
Kyrgyzstan,Silver,(kg),18328.0,19010.0,16127.0,16549.0,17400.0
Kyrgyzstan,Gypsum,(t),152842.0,150000.0,23019.0,31680.0,32000.0
Kyrgyzstan,Kaolin,(t),15000.0,15000.0,15000.0,15000.0,15000.0
Kyrgyzstan,Salt,(t),4665.0,5605.0,6000.0,6000.0,6000.0
Kyrgyzstan,Steam Coal,(t),316200.0,346500.0,522200.0,570300.0,538500.0
Kyrgyzstan,Lignite,(t),2079000.0,2259500.0,1997500.0,2483600.0,3217200.0
Kyrgyzstan,Nat. Gas,(Mio m3),27.0,24.0,22.0,22.0,30.0
Kyrgyzstan,Petroleum,(t),200000.0,233100.0,239200.0,275700.0,294900.0
Laos,Iron,(t),59500.0,282180.0,607830.0,2113560.0,1076900.0
Laos,Antimony,(t),330.0,70.0,0.0,240.0,250.0
Laos,Copper,(t),154948.0,140935.0,88163.0,38349.0,43766.0
Laos,Lead,(t),330.0,250.0,90.0,170.0,1800.0
Laos,Tin,(t),430.0,530.0,600.0,890.0,1130.0
Laos,Zinc,(t),3080.0,1250.0,860.0,5400.0,18750.0
Laos,Gold,(kg),5579.0,5207.0,5097.0,8742.0,9383.0
Laos,Silver,(kg),37465.0,34443.0,29075.0,26998.0,22685.0
Laos,Baryte,(t),35000.0,48600.0,96278.0,37403.0,302709.0
Laos,Gypsum,(t),618783.0,606387.0,737749.0,1221959.0,1589771.0
Laos,Potash,(t),343500.0,286900.0,442500.0,507600.0,920000.0
Laos,Salt,(t),46863.0,10079.0,3951.0,6846.0,188.0
Laos,Steam Coal,(t),142994.0,161494.0,320231.0,698521.0,1270812.0
Laos,Lignite,(t),15903277.0,15263562.0,14366628.0,13618072.0,15358322.0
Latvia,Gypsum,(t),320080.0,318450.0,359190.0,383990.0,0.0
Lebanon,Salt,(t),3000.0,3000.0,3000.0,3000.0,3000.0
Lesotho,Diam. (Gem),(ct),1294283.0,1113526.0,481243.0,339452.0,1275887.0
Liberia,Iron,(t),2794300.0,2657200.0,2924600.0,2520000.0,2640000.0
Liberia,Gold,(kg),7289.0,5068.0,4396.0,7860.0,11718.0
Liberia,Diam. (Gem),(ct),45330.0,33560.0,32760.0,37820.0,26590.0
Liberia,Diam. (Ind),(ct),30220.0,22370.0,21840.0,25210.0,28800.0
Libya,Gypsum,(t),150000.0,200000.0,200000.0,200000.0,250000.0
Libya,Salt,(t),30000.0,30000.0,30000.0,40000.0,40000.0
Libya,Sulfur,(t),133000.0,169500.0,133300.0,139000.0,139500.0
Libya,Nat. Gas,(Mio m3),21290.0,26830.0,20930.0,13010.0,12570.0
Libya,Petroleum,(t),55146500.0,57738100.0,19437000.0,60084200.0,52759520.0
Lithuania,Sulfur,(t),93960.0,86040.0,71250.0,72990.0,64497.0
Lithuania,Petroleum,(t),46030.0,39570.0,31630.0,28920.0,27040.0
Madagascar,Chromium,(t),53500.0,37300.0,6100.0,6600.0,9000.0
Madagascar,Cobalt,(t),2887.0,2897.0,833.0,2111.0,3428.0
Madagascar,Nickel,(t),33204.0,33736.0,9908.0,29285.0,35737.0
Madagascar,Titanium,(t),214900.0,252200.0,280600.0,354800.0,299800.0
Madagascar,Beryllium,(t),140.0,30.0,30.0,30.0,20.0
Madagascar,Rare Earths,(t),2400.0,3200.0,4300.0,3900.0,2600.0
Madagascar,Gold,(kg),3052.0,2423.0,1779.0,2000.0,2000.0
Madagascar,Graphite,(t),52951.0,45106.0,61405.0,127562.0,116700.0
Madagascar,Salt,(t),110000.0,110000.0,110000.0,110000.0,120000.0
Madagascar,Zircon,(t),22757.0,29473.0,26029.0,23109.0,26821.0
Malawi,Iron,(t),1540.0,1800.0,3010.0,2990.0,590.0
Malawi,Gold,(kg),0.0,0.0,0.0,55.0,187.0
Malawi,Phosphates,(t),270.0,300.0,0.0,0.0,0.0
Malawi,Steam Coal,(t),49753.0,54728.0,54876.0,30251.0,62166.0
Malaysia,Iron,(t),2112790.0,2621100.0,3383990.0,3070930.0,3094320.0
Malaysia,Manganese,(t),530340.0,474910.0,365340.0,280790.0,312720.0
Malaysia,Tantalum,(t),27.0,2.0,1.0,1.0,4.0
Malaysia,Titanium,(t),12600.0,6930.0,6280.0,13470.0,21180.0
Malaysia,Aluminium,(t),760000.0,760000.0,980700.0,901000.0,960000.0
Malaysia,Bauxite,(t),589685.0,900561.0,594715.0,47577.0,129825.0
Malaysia,Rare Earths,(t),990.0,70.0,10.0,30.0,310.0
Malaysia,Tin,(t),3868.0,3611.0,2963.0,3013.0,3521.0
Malaysia,Gold,(kg),2978.0,3151.0,1716.0,1781.0,1828.0
Malaysia,Silver,(kg),1542.0,686.0,423.0,672.0,414.0
Malaysia,Feldspar,(t),414441.0,241189.0,144487.0,168570.0,216394.0
Malaysia,Kaolin,(t),496219.0,400722.0,336565.0,228605.0,236840.0
Malaysia,Zircon,(t),509.0,449.0,157.0,1518.0,768.0
Malaysia,Steam Coal,(t),2652814.0,3459122.0,2978248.0,3110605.0,3405847.0
Malaysia,Nat. Gas,(Mio m3),66212.0,68700.0,63370.0,67520.0,71850.0
Malaysia,Petroleum,(t),32509900.0,30384800.0,27679100.0,25169300.0,25023600.0
Mali,Gold,(kg),60893.0,66739.0,71200.0,69400.0,72200.0
Mali,Silver,(kg),2844.0,3000.0,3000.0,3000.0,3000.0
Malta,Salt,(t),1600.0,2000.0,2000.0,2000.0,2000.0
Mauritania,Iron,(t),7005800.0,8013100.0,8243500.0,8185200.0,8465400.0
Mauritania,Copper,(t),28137.0,29620.0,28491.0,18846.0,13313.0
Mauritania,Gold,(kg),9236.0,13554.0,14125.0,6499.0,17711.0
Mauritania,Gypsum,(t),130000.0,130000.0,120000.0,70000.0,70000.0
Mauritius,Salt,(t),500.0,570.0,556.0,793.0,674.0
Mexico,Iron,(t),8412810.0,10331270.0,10774600.0,13430600.0,10963300.0
Mexico,Manganese,(t),209023.0,232957.0,258045.0,225703.0,220745.0
Mexico,Molybdenum,(t),20265.0,21694.0,20577.0,19894.0,19329.0
Mexico,Tungsten,(t),45.0,15.0,32.0,0.0,50.0
Mexico,Antimony,(t),300.0,289.0,136.0,413.0,632.0
Mexico,Bismuth,(t),313.0,251.0,0.0,0.0,0.0
Mexico,Cadmium,(t),1307.0,952.0,978.0,1051.0,1174.0
Mexico,Copper,(t),696580.0,713704.0,800316.0,782136.0,828189.0
Mexico,Lead,(t),230869.0,372106.0,468486.0,272231.0,428971.0
Mexico,Mercury,(t),230.0,50.0,70.0,40.0,20.0
Mexico,Selenium,(t),107.0,127.0,106.0,135.0,141.0
Mexico,Zinc,(t),662355.0,859194.0,1008252.0,742926.0,876985.0
Mexico,Gold,(kg),141143.0,133893.0,142787.0,133340.0,147674.0
Mexico,Silver,(kg),7243341.0,7485602.0,7424554.0,6492180.0,7067536.0
Mexico,Baryte,(t),366234.0,415180.0,480954.0,320642.0,498225.0
Mexico,Bentonite,(t),264800.0,24321.0,79219.0,80000.0,80000.0
Mexico,Diatomite,(t),152028.0,129274.0,144105.0,140928.0,107062.0
Mexico,Feldspar,(t),907755.0,516196.0,903385.0,390076.0,325235.0
Mexico,Fluorspar,(t),1959654.0,1931532.0,1571269.0,1007118.0,1856557.0
Mexico,Graphite,(t),4130.0,2342.0,2033.0,1509.0,3420.0
Mexico,Gypsum,(t),11275293.0,7759139.0,7977953.0,9157381.0,8283113.0
Mexico,Kaolin,(t),898246.0,246645.0,236033.0,223332.0,227798.0
Mexico,Magnesite,(t),101000.0,800.0,0.0,0.0,0.0
Mexico,Perlite,(t),26400.0,24497.0,0.0,28800.0,0.0
Mexico,Phosphates,(t),222500.0,249520.0,91240.0,145050.0,132510.0
Mexico,Salt,(t),9392052.0,8845239.0,9084859.0,7001505.0,7914780.0
Mexico,Sulfur,(t),442657.0,364967.0,315935.0,219439.0,290121.0
Mexico,Talc,(t),8448.0,7202.0,29122.0,36465.0,34630.0
Mexico,Vermiculite,(t),244.0,148.0,104.0,0.0,0.0
Mexico,Steam Coal,(t),6772528.0,5316000.0,3357000.0,4312000.0,4300000.0
Mexico,Coking Coal,(t),3897000.0,3275000.0,3897000.0,1319000.0,1300000.0
Mexico,Nat. Gas,(Mio m3),29860.0,29370.0,28580.0,27160.0,28630.0
Mexico,Petroleum,(t),101605440.0,94161830.0,93860550.0,94785920.0,95765300.0
Moldova,Gypsum,(t),352500.0,276400.0,292600.0,307900.0,270200.0
Moldova,Petroleum,(t),5100.0,5032.0,5032.0,4972.0,4652.0
Mongolia,Iron,(t),3486220.0,4800430.0,5165660.0,5136260.0,4289540.0
Mongolia,Molybdenum,(t),2580.0,2490.0,2890.0,2975.0,2780.0
Mongolia,Tungsten,(t),430.0,370.0,35.0,120.0,236.0
Mongolia,Copper,(t),309750.0,290980.0,291010.0,303030.0,268930.0
Mongolia,Lead,(t),11320.0,13500.0,12400.0,9700.0,10850.0
Mongolia,Tin,(t),25.0,20.0,0.0,11.0,46.0
Mongolia,Zinc,(t),43950.0,41550.0,38150.0,39490.0,38300.0
Mongolia,Gold,(kg),20655.0,16235.0,20226.0,19054.0,19383.0
Mongolia,Silver,(kg),69120.0,79864.0,77762.0,79035.0,73476.0
Mongolia,Fluorspar,(t),555230.0,699400.0,678900.0,644270.0,387740.0
Mongolia,Gypsum,(t),47700.0,107100.0,97900.0,111400.0,111500.0
Mongolia,Salt,(t),997.0,533.0,2624.0,1349.0,394.0
Mongolia,Steam Coal,(t),6914400.0,6683100.0,5394200.0,5029260.0,3291600.0
Mongolia,Coking Coal,(t),27073750.0,28962970.0,25821930.0,23934520.0,19496400.0
Mongolia,Lignite,(t),7449000.0,8053080.0,6657650.0,5115960.0,4802000.0
Mongolia,Petroleum,(t),871500.0,937900.0,560000.0,636600.0,350000.0
Mongolia,Uranium,(t),0.0,0.0,1.0,4.0,0.0
Montenegro,Aluminium,(t),40163.0,36522.0,37208.0,45214.0,43196.0
Montenegro,Bauxite,(t),468164.0,774725.0,791813.0,526760.0,438205.0
Montenegro,Lead,(t),3100.0,3480.0,640.0,0.0,1350.0
Montenegro,Zinc,(t),10670.0,9520.0,10130.0,9360.0,8070.0
