country,mined_raw_mat,unit,2018,2019,2020,2021,2022
China,Cobalt,(t),3100.0,3000.0,2200.0,2000.0,1750.0
China,Manganese,(t),1180000.0,1350000.0,1218000.0,900000.0,819000.0
China,Molybdenum,(t),98420.0,104670.0,95970.0,102600.0,107550.0
China,Nickel,(t),98963.0,104674.0,105048.0,104600.0,109400.0
China,Niobium,(t),20.0,20.0,30.0,30.0,40.0
China,Tantalum,(t),100.0,135.0,180.0,180.0,92.0
China,Titanium,(t),1932000.0,2306900.0,2911800.0,2856650.0,3144000.0
China,Tungsten,(t),68000.0,74950.0,71450.0,68660.0,65620.0
China,Vanadium,(t),53200.0,64700.0,69960.0,74100.0,78100.0
China,Aluminium,(t),36831000.0,35361600.0,37080400.0,38503200.0,40144300.0
China,Antimony,(t),70396.0,68422.0,60995.0,41480.0,39000.0
China,Arsenic,(t),24000.0,24000.0,24000.0,24000.0,24000.0
China,Bauxite,(t),70751000.0,73323700.0,70000000.0,68400000.0,74300000.0
China,Beryllium,(t),1250.0,1750.0,1750.0,1750.0,1850.0
China,Bismuth,(t),7000.0,7000.0,7500.0,8000.0,7500.0
China,Cadmium,(t),10349.0,10000.0,10000.0,10000.0,8700.0
China,Copper,(t),1618480.0,1683450.0,1942000.0,1964400.0,1925600.0
China,Gallium,(t),305.0,356.0,290.0,420.0,606.0
China,Germanium,(t),95.0,85.0,86.0,132.0,130.0
China,Indium,(t),395.0,490.0,528.0,540.0,667.0
China,Lead,(t),2033000.0,2097000.0,1969000.0,1964400.0,1945900.0
China,Lithium,(t),15300.0,19000.0,28800.0,30500.0,57900.0
China,Mercury,(t),2303.0,2046.0,1993.0,1400.0,637.0
China,Rare Earths,(t),120000.0,132000.0,140000.0,168000.0,210000.0
China,Rhenium,(kg),2500.0,2500.0,2500.0,2500.0,2500.0
China,Selenium,(t),930.0,1250.0,1120.0,1400.0,1400.0
China,Tellurium,(t),480.0,380.0,260.0,530.0,500.0
China,Tin,(t),87070.0,85584.0,94460.0,83144.0,67365.0
China,Zinc,(t),3721000.0,4213000.0,4058000.0,4136000.0,4041000.0
China,Gold,(kg),401119.0,380230.0,365340.0,328980.0,372048.0
China,Palladium,(kg),1300.0,1300.0,1300.0,1300.0,1300.0
China,Platinum,(kg),2500.0,2500.0,2500.0,2500.0,2800.0
China,Silver,(kg),3440000.0,3468000.0,3405800.0,3511600.0,3477400.0
China,Asbestos,(t),170000.0,125000.0,120000.0,130000.0,196000.0
China,Baryte,(t),2900000.0,2900000.0,2500000.0,2200000.0,2000000.0
China,Bentonite,(t),5600000.0,5600000.0,3650000.0,2500000.0,2100000.0
China,Boron,(t),80000.0,250000.0,250000.0,250000.0,300000.0
China,Diam. (Gem),(ct),99.0,51.0,21.0,0.0,0.0
China,Diatomite,(t),280000.0,420000.0,362000.0,200000.0,270000.0
China,Feldspar,(t),2500000.0,2450000.0,2450000.0,2450000.0,2500000.0
China,Fluorspar,(t),3500000.0,4000000.0,4300000.0,5400000.0,5700000.0
China,Graphite,(t),1164000.0,1185000.0,1090000.0,1189000.0,1161000.0
China,Gypsum,(t),25000000.0,25000000.0,25000000.0,25000000.0,25000000.0
China,Kaolin,(t),6650000.0,6400000.0,6500000.0,7240000.0,7822000.0
China,Magnesite,(t),19000000.0,19000000.0,19000000.0,18000000.0,17000000.0
China,Phosphates,(t),28897800.0,27997200.0,26679960.0,30869700.0,31423500.0
China,Potash,(t),5452000.0,5902000.0,5530000.0,5814600.0,5910000.0
China,Salt,(t),63636100.0,67014400.0,58526800.0,57065100.0,53598800.0
China,Sulfur,(t),13762700.0,14450000.0,15340000.0,15730000.0,16970000.0
China,Talc,(t),2000000.0,1800000.0,1300000.0,1400000.0,1400000.0
China,Vermiculite,(t),50000.0,50000.0,50000.0,40000.0,40000.0
China,Zircon,(t),150000.0,140000.0,140000.0,140000.0,140000.0
China,Steam Coal,(t),2850962000.0,2970445000.0,2999940000.0,3248607000.0,3589711000.0
China,Coking Coal,(t),530440000.0,538634000.0,561254300.0,547540900.0,554659000.0
China,Nat. Gas,(Mio m3),160159.0,175362.0,192495.0,207584.0,220110.0
China,Petroleum,(t),189324200.0,191628300.0,194768600.0,198881100.0,204722400.0
China,Uranium,(t),2223.0,2223.0,2223.0,1887.0,2005.0
Christmas Island,Phosphates,(t),111780.0,89010.0,120750.0,120290.0,128340.0
Colombia,Iron,(t),353950.0,300240.0,354200.0,337540.0,223870.0
Colombia,Manganese,(t),80.0,160.0,10.0,140.0,160.0
Colombia,Nickel,(t),43056.0,40571.0,36094.0,38301.0,41816.0
Colombia,Bauxite,(t),13666.0,18033.0,9595.0,49946.0,41479.0
Colombia,Copper,(t),9918.0,7641.0,9372.0,9194.0,6918.0
Colombia,Tin,(t),0.0,31.0,233.0,0.0,0.0
Colombia,Gold,(kg),35965.0,38006.0,48561.0,55321.0,51362.0
Colombia,Platinum,(kg),270.0,178.0,414.0,618.0,501.0
Colombia,Silver,(kg),16691.0,14479.0,19948.0,26698.0,35836.0
Colombia,Baryte,(t),3211.0,2270.0,2046.0,1164.0,1034.0
Colombia,Bentonite,(t),166778.0,145643.0,185418.0,88339.0,58815.0
Colombia,Feldspar,(t),141794.0,180235.0,134847.0,99755.0,132322.0
Colombia,Fluorspar,(t),46.0,0.0,0.0,0.0,0.0
Colombia,Graphite,(t),0.0,135.0,0.0,0.0,0.0
Colombia,Gypsum,(t),396373.0,294137.0,323157.0,408681.0,480748.0
Colombia,Kaolin,(t),70799.0,96051.0,29372.0,71699.0,40487.0
Colombia,Magnesite,(t),1039.0,1847.0,1077.0,3116.0,2694.0
Colombia,Phosphates,(t),13240.0,20480.0,14470.0,12960.0,10370.0
Colombia,Salt,(t),423316.0,376309.0,409976.0,370318.0,379081.0
Colombia,Sulfur,(t),155641.0,100203.0,69638.0,35930.0,36000.0
Colombia,Talc,(t),2522.0,1708.0,717.0,3170.0,5222.0
Colombia,Steam Coal,(t),81319300.0,81542200.0,51078400.0,55964300.0,57806700.0
Colombia,Coking Coal,(t),6120860.0,6137610.0,5051690.0,6218230.0,6422920.0
Colombia,Nat. Gas,(Mio m3),11590.0,11800.0,11770.0,12110.0,11890.0
Colombia,Petroleum,(t),43088900.0,44101940.0,38993490.0,36660230.0,37552230.0
"Congo, D.R.",Cobalt,(t),111713.0,78664.0,86591.0,93011.0,115371.0
"Congo, D.R.",Manganese,(t),5360.0,1780.0,1000.0,1000.0,5380.0
"Congo, D.R.",Niobium,(t),607.0,433.0,565.0,475.0,520.0
"Congo, D.R.",Tantalum,(t),644.0,460.0,600.0,505.0,550.0
"Congo, D.R.",Tungsten,(t),160.0,260.0,116.0,114.0,147.0
"Congo, D.R.",Copper,(t),1239059.0,1461124.0,1712964.0,1924374.0,2515847.0
"Congo, D.R.",Tin,(t),8950.0,10990.0,14670.0,15750.0,27220.0
"Congo, D.R.",Zinc,(t),1047.0,1607.0,15305.0,16079.0,13578.0
"Congo, D.R.",Gold,(kg),36777.0,33752.0,29597.0,31421.0,29498.0
"Congo, D.R.",Silver,(kg),3400.0,3400.0,3400.0,3400.0,3400.0
"Congo, D.R.",Diam. (Gem),(ct),1815745.0,2020450.0,2588850.0,2594650.0,1948550.0
"Congo, D.R.",Diam. (Ind),(ct),13315465.0,11449240.0,10355400.0,10378700.0,8307100.0
"Congo, D.R.",Petroleum,(t),1144760.0,1113260.0,1191660.0,1170000.0,1149900.0
"Congo, Rep.",Iron,(t),10800.0,20200.0,3400.0,20200.0,20200.0
"Congo, Rep.",Copper,(t),18018.0,18760.0,10300.0,10845.0,7877.0
"Congo, Rep.",Zinc,(t),460.0,4830.0,1100.0,7500.0,20000.0
"Congo, Rep.",Gold,(kg),150.0,150.0,150.0,150.0,150.0
"Congo, Rep.",Diam. (Ind),(ct),46768.0,2963.0,11157.0,4125.0,3534.0
"Congo, Rep.",Nat. Gas,(Mio m3),867.0,622.0,809.0,1000.0,1000.0
"Congo, Rep.",Petroleum,(t),16740500.0,16749800.0,15280150.0,13446000.0,13161000.0
Costa Rica,Gold,(kg),3699.0,4500.0,600.0,647.0,790.0
Costa Rica,Diatomite,(t),3972.0,4000.0,4000.0,16462.0,14642.0
Cote d'Ivoire,Manganese,(t),319200.0,472700.0,530200.0,384500.0,371900.0
Cote d'Ivoire,Nickel,(t),12300.0,9900.0,20220.0,26460.0,27610.0
Cote d'Ivoire,Bauxite,(t),,0.0,272295.0,0.0,0.0
Cote d'Ivoire,Gold,(kg),24488.0,32568.0,38523.0,41855.0,48320.0
Cote d'Ivoire,Silver,(kg),510.0,300.0,956.0,1000.0,1000.0
Cote d'Ivoire,Diam. (Gem),(ct),4540.0,3989.0,4012.0,4121.0,3969.0
Cote d'Ivoire,Diam. (Ind),(ct),1140.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Nat. Gas,(Mio m3),1935.0,2171.0,2229.0,2373.0,2557.0
Cote d'Ivoire,Petroleum,(t),1607400.0,1799700.0,1451600.0,1196700.0,1268600.0
Croatia,Bauxite,(t),11776.0,14342.0,14084.0,14448.0,17749.0
Croatia,Gypsum,(t),211894.0,199255.0,221629.0,285966.0,278581.0
Croatia,Salt,(t),16453.0,93870.0,111901.0,111319.0,102671.0
Croatia,Nat. Gas,(Mio m3),1230.0,1029.0,849.0,746.0,745.0
Croatia,Petroleum,(t),706900.0,677200.0,593700.0,565700.0,548000.0
Cuba,Chromium,(t),10500.0,27000.0,14000.0,8500.0,4000.0
Cuba,Cobalt,(t),5000.0,3800.0,3900.0,3800.0,3600.0
Cuba,Nickel,(t),49000.0,45000.0,46000.0,44000.0,43000.0
Cuba,Lead,(t),25380.0,36000.0,30000.0,30000.0,33000.0
Cuba,Zinc,(t),42250.0,57830.0,57730.0,44500.0,51700.0
Cuba,Bentonite,(t),630.0,504.0,486.0,517.0,498.0
Cuba,Feldspar,(t),3000.0,2100.0,14100.0,17800.0,5900.0
Cuba,Gypsum,(t),99900.0,66330.0,62300.0,53200.0,32600.0
Cuba,Kaolin,(t),2700.0,2100.0,2032.0,1375.0,500.0
Cuba,Magnesite,(t),0.0,1532.0,3910.0,3000.0,548.0
Cuba,Phosphates,(t),0.0,0.0,460.0,410.0,320.0
Cuba,Salt,(t),192700.0,210370.0,226000.0,204600.0,195600.0
Cuba,Sulfur,(t),309000.0,317000.0,311200.0,278900.0,289200.0
Cuba,Nat. Gas,(Mio m3),970.0,951.0,895.0,863.0,844.0
Cuba,Petroleum,(t),2462500.0,2371450.0,2320200.0,2433300.0,2300000.0
Cyprus,Copper,(t),908.0,703.0,0.0,0.0,0.0
Cyprus,Gold,(kg),47.0,33.0,61.0,0.0,0.0
Cyprus,Silver,(kg),180.0,97.0,486.0,0.0,0.0
Cyprus,Bentonite,(t),98800.0,83113.0,92645.0,81655.0,86562.0
Cyprus,Gypsum,(t),625721.0,623545.0,646340.0,661175.0,688270.0
Czechia,Bentonite,(t),277000.0,357000.0,226000.0,198000.0,167000.0
Czechia,Diatomite,(t),31000.0,43000.0,46000.0,18000.0,44000.0
Czechia,Feldspar,(t),449000.0,460000.0,419000.0,504000.0,493000.0
Czechia,Gypsum,(t),8000.0,10000.0,17000.0,17000.0,20000.0
Czechia,Kaolin,(t),3622000.0,3446000.0,3069000.0,3454000.0,3009000.0
Czechia,Steam Coal,(t),1993850.0,1335497.0,841188.0,739460.0,1293831.0
Czechia,Coking Coal,(t),2626361.0,2309833.0,1296137.0,1734896.0,816254.0
Czechia,Lignite,(t),39187000.0,37465000.0,29505000.0,29278000.0,33397365.0
Czechia,Nat. Gas,(Mio m3),179.0,146.0,173.0,153.0,165.0
Czechia,Petroleum,(t),109000.0,81000.0,91000.0,83000.0,75000.0
Czechia,Uranium,(t),40.0,39.0,34.0,32.0,25.0
Denmark,Bentonite,(t),56173.0,48197.0,40054.0,20281.0,24128.0
Denmark,Diatomite,(t),99400.0,108800.0,115000.0,120600.0,143100.0
Denmark,Salt,(t),600000.0,600000.0,600000.0,600000.0,600000.0
Denmark,Sulfur,(t),4194.0,3554.0,4140.0,4090.0,3727.0
Denmark,Nat. Gas,(Mio m3),4148.0,3138.0,1425.0,1352.0,1349.0
Denmark,Petroleum,(t),5665787.0,5017234.0,3556000.0,3277800.0,3212000.0
Dominican Republic,Nickel,(t),19214.0,28450.0,22005.0,27819.0,29223.0
Dominican Republic,Bauxite,(t),6525.0,7551.0,9475.0,71517.0,104158.0
Dominican Republic,Copper,(t),8588.0,6047.0,2193.0,4774.0,5360.0
Dominican Republic,Zinc,(t),4038.0,5527.0,2361.0,4896.0,5485.0
Dominican Republic,Gold,(kg),31633.0,31801.0,28154.0,25437.0,22282.0
Dominican Republic,Silver,(kg),166510.0,108685.0,87889.0,79688.0,73413.0
Dominican Republic,Feldspar,(t),1200.0,1000.0,0.0,0.0,0.0
Dominican Republic,Gypsum,(t),190660.0,316630.0,304920.0,329630.0,415810.0
Dominican Republic,Salt,(t),23860.0,26000.0,24000.0,20000.0,27000.0
Ecuador,Copper,(t),42200.0,9900.0,49700.0,89170.0,115100.0
Ecuador,Gold,(kg),8213.0,6293.0,9086.0,15026.0,17030.0
Ecuador,Silver,(kg),192.0,2892.0,9457.0,23698.0,27210.0
Ecuador,Baryte,(t),2868.0,2000.0,2000.0,1000.0,500.0
Ecuador,Feldspar,(t),43197.0,45000.0,0.0,0.0,0.0
Ecuador,Nat. Gas,(Mio m3),353.0,318.0,268.0,269.0,243.0
Ecuador,Petroleum,(t),25754000.0,26442000.0,23932000.0,23543000.0,23944300.0
Egypt,Iron,(t),250700.0,48200.0,1900.0,5800.0,6000.0
Egypt,Manganese,(t),13200.0,7900.0,5300.0,8000.0,5000.0
Egypt,Aluminium,(t),267100.0,290000.0,268000.0,270000.0,250000.0
Egypt,Gold,(kg),14694.0,14946.0,14069.0,12919.0,13716.0
Egypt,Baryte,(t),4000.0,4000.0,4000.0,4000.0,4000.0
Egypt,Bentonite,(t),10000.0,7000.0,7000.0,7000.0,7000.0
Egypt,Feldspar,(t),230000.0,230000.0,200000.0,200000.0,200000.0
Egypt,Fluorspar,(t),1000.0,1000.0,1000.0,1000.0,1000.0
Egypt,Gypsum,(t),727370.0,800000.0,800000.0,800000.0,800000.0
Egypt,Kaolin,(t),230000.0,230000.0,230000.0,230000.0,230000.0
Egypt,Phosphates,(t),870870.0,979620.0,885100.0,898400.0,870000.0
Egypt,Salt,(t),522000.0,493000.0,357000.0,218000.0,220000.0
Egypt,Sulfur,(t),80000.0,80000.0,80000.0,80000.0,80000.0
Egypt,Talc,(t),25000.0,22000.0,20000.0,15000.0,20000.0
Egypt,Nat. Gas,(Mio m3),58560.0,64940.0,58465.0,67799.0,64488.0
Egypt,Petroleum,(t),32844000.0,31812000.0,31066370.0,29601360.0,29920860.0
El Salvador,Salt,(t),30000.0,30000.0,30000.0,30000.0,30000.0
Equatorial Guinea,Nat. Gas,(Mio m3),7750.0,6235.0,6023.0,7047.0,8105.0
Equatorial Guinea,Petroleum,(t),7826120.0,7172620.0,7154290.0,5919365.0,5385330.0
Eritrea,Copper,(t),17300.0,16008.0,21725.0,20224.0,17098.0
Eritrea,Zinc,(t),125000.0,121260.0,121930.0,129641.0,120529.0
Eritrea,Gold,(kg),3768.0,2443.0,3019.0,2140.0,3200.0
Eritrea,Silver,(kg),31000.0,44836.0,65284.0,68624.0,49855.0
Eritrea,Gypsum,(t),18000.0,18000.0,18000.0,26000.0,26000.0
Eritrea,Kaolin,(t),200.0,0.0,0.0,0.0,0.0
Eritrea,Salt,(t),310000.0,310000.0,320000.0,320000.0,320000.0
Estonia,Oil Shales,(t),21883000.0,15697400.0,12144400.0,11743000.0,13967000.0
Eswatini,Gold,(kg),4.0,6.0,1.0,0.0,4.0
Eswatini,Steam Coal,(t),144375.0,109926.0,161768.0,162681.0,215581.0
Ethiopia,Chromium,(t),8000.0,500.0,200.0,700.0,400.0
Ethiopia,Niobium,(t),28.0,14.0,11.0,18.0,25.0
Ethiopia,Tantalum,(t),104.0,50.0,41.0,64.0,90.0
Ethiopia,Gold,(kg),3495.0,2800.0,7500.0,9600.0,5900.0
Ethiopia,Silver,(kg),1000.0,800.0,1000.0,1000.0,800.0
Ethiopia,Diatomite,(t),5000.0,5000.0,5000.0,5000.0,5000.0
Ethiopia,Gypsum,(t),253165.0,56313.0,107070.0,110000.0,110000.0
Ethiopia,Kaolin,(t),10000.0,1000.0,1000.0,1000.0,1000.0
Ethiopia,Salt,(t),122850.0,125000.0,125000.0,125000.0,100000.0
Fiji,Iron,(t),0.0,35900.0,35200.0,49400.0,28800.0
Fiji,Bauxite,(t),57960.0,0.0,0.0,0.0,0.0
Fiji,Gold,(kg),1281.0,1106.0,1090.0,1107.0,584.0
Fiji,Silver,(kg),413.0,692.0,479.0,622.0,475.0
Finland,Chromium,(t),466750.0,491930.0,470620.0,472890.0,391410.0
Finland,Cobalt,(t),1377.0,1454.0,1559.0,1084.0,1235.0
Finland,Nickel,(t),43572.0,38530.0,41429.0,42163.0,44921.0
Finland,Copper,(t),46755.0,32861.0,36278.0,32384.0,27637.0
Finland,Lead,(t),0.0,937.0,1532.0,1494.0,1535.0
Finland,Selenium,(t),109.0,115.0,84.0,100.0,130.0
Finland,Zinc,(t),85067.0,69800.0,61213.0,59080.0,62433.0
Finland,Gold,(kg),8732.0,7927.0,8668.0,9082.0,8390.0
Finland,Palladium,(kg),1157.0,699.0,858.0,1036.0,960.0
Finland,Platinum,(kg),1576.0,953.0,1277.0,1447.0,1243.0
Finland,Silver,(kg),12849.0,40461.0,54833.0,45338.0,35182.0
Finland,Feldspar,(t),17469.0,17997.0,16137.0,52706.0,63034.0
Finland,Magnesite,(t),49601.0,37002.0,136167.0,179781.0,324226.0
Finland,Phosphates,(t),356070.0,363020.0,363200.0,363720.0,341600.0
Finland,Sulfur,(t),888300.0,811600.0,794900.0,737600.0,696800.0
Finland,Talc,(t),374398.0,329891.0,278331.0,296833.0,241538.0
France,Aluminium,(t),390000.0,401850.0,417000.0,430000.0,380000.0
France,Bauxite,(t),138800.0,120760.0,123496.0,142764.0,118000.0
France,Indium,(t),43.0,38.0,40.0,38.0,19.0
France,Bentonite,(t),35696.0,36000.0,36000.0,36000.0,36000.0
France,Diatomite,(t),90000.0,90000.0,90000.0,50000.0,50000.0
France,Feldspar,(t),550000.0,500000.0,500000.0,500000.0,450000.0
France,Gypsum,(t),5314983.0,3259935.0,1891190.0,2108258.0,2410284.0
France,Kaolin,(t),301842.0,392389.0,231579.0,289057.0,290000.0
France,Salt,(t),4689054.0,5160260.0,5200596.0,5543448.0,5621754.0
France,Sulfur,(t),500000.0,500000.0,450000.0,450000.0,450000.0
France,Talc,(t),450000.0,400000.0,400000.0,350000.0,350000.0
France,Nat. Gas,(Mio m3),9.0,16.0,17.0,22.0,20.0
France,Oil Shales,(t),2000.0,2000.0,2000.0,2000.0,2000.0
France,Petroleum,(t),774100.0,719800.0,644700.0,647830.0,595700.0
French Guiana,Gold,(kg),1320.0,1157.0,1058.0,1225.0,916.0
Gabon,Manganese,(t),2874600.0,3158100.0,3709100.0,4228900.0,4529000.0
Gabon,Gold,(kg),83.0,107.0,55.0,1106.0,1063.0
Gabon,Nat. Gas,(Mio m3),511.0,464.0,502.0,454.0,418.0
Gabon,Petroleum,(t),9646000.0,10848000.0,10766000.0,10038600.0,10367900.0
Georgia,Manganese,(t),210500.0,170600.0,202400.0,226500.0,160000.0
Georgia,Copper,(t),9100.0,9500.0,8000.0,8130.0,6400.0
Georgia,Gold,(kg),2913.0,4052.0,5401.0,3513.0,4908.0
Georgia,Silver,(kg),20042.0,4100.0,11200.0,12700.0,22400.0
Georgia,Bentonite,(t),25498.0,27872.0,12750.0,16315.0,16000.0
Georgia,Gypsum,(t),91700.0,137831.0,87655.0,79515.0,80000.0
Georgia,Perlite,(t),22577.0,21000.0,31736.0,31572.0,30000.0
Georgia,Steam Coal,(t),137900.0,15300.0,99300.0,147900.0,146347.0
Georgia,Nat. Gas,(Mio m3),10.0,10.0,9.0,16.0,15.0
Georgia,Petroleum,(t),30200.0,35100.0,31300.0,35500.0,36600.0
Germany,Iron,(t),82900.0,94100.0,95500.0,87500.0,86000.0
Germany,Aluminium,(t),528900.0,507934.0,529056.0,509193.0,341212.0
Germany,Cadmium,(t),520.0,620.0,500.0,450.0,300.0
Germany,Copper,(t),51.0,40.0,37.0,60.0,67.0
Germany,Selenium,(t),300.0,300.0,300.0,300.0,300.0
Germany,Gold,(kg),9.0,15.0,10.0,12.0,14.0
Germany,Silver,(kg),5000.0,4000.0,4000.0,6000.0,7000.0
Germany,Baryte,(t),37897.0,30474.0,26656.0,27921.0,24128.0
Germany,Bentonite,(t),379000.0,366000.0,333000.0,363000.0,316000.0
Germany,Diatomite,(t),58340.0,53802.0,51511.0,58519.0,50321.0
Germany,Feldspar,(t),252693.0,235289.0,221527.0,223007.0,205330.0
Germany,Fluorspar,(t),49197.0,79959.0,64933.0,56632.0,104461.0
Germany,Graphite,(t),222.0,207.0,108.0,181.0,185.0
Germany,Gypsum,(t),4550000.0,4850000.0,5200000.0,6260000.0,5820000.0
Germany,Kaolin,(t),4930000.0,4760000.0,4969000.0,5291000.0,4594000.0
Germany,Potash,(t),2754085.0,2615284.0,2874026.0,2793326.0,2708650.0
Germany,Salt,(t),16229929.0,16627893.0,14226154.0,17668366.0,15073463.0
Germany,Sulfur,(t),419597.0,460012.0,353293.0,382049.0,370664.0
Germany,Steam Coal,(t),1212700.0,0.0,0.0,0.0,0.0
Germany,Coking Coal,(t),1370800.0,0.0,0.0,0.0,0.0
Germany,Lignite,(t),166258000.0,131314000.0,107377260.0,126256594.0,130801110.99999999
Germany,Nat. Gas,(Mio m3),6888.0,6699.0,5692.0,5731.0,5281.0
Germany,Oil Shales,(t),494650.0,487012.0,471404.0,442886.0,415916.0
Germany,Petroleum,(t),2066643.0,1923232.0,1895942.0,1805932.0,1699014.0
Germany,Uranium,(t),0.0,28.0,8.0,0.0,0.0
Ghana,Manganese,(t),1320000.0,1507200.0,660100.0,934200.0,919800.0
Ghana,Aluminium,(t),42867.0,43908.0,37566.0,39239.0,55592.0
Ghana,Bauxite,(t),1011302.0,1116334.0,1162086.0,839465.0,773213.0
Ghana,Gold,(kg),149057.0,142371.0,125114.0,87721.0,116179.0
Ghana,Silver,(kg),4000.0,4000.0,3000.0,1000.0,1000.0
Ghana,Diam. (Gem),(ct),46025.0,27030.0,20230.0,43340.0,61690.0
Ghana,Diam. (Ind),(ct),11505.0,6760.0,5060.0,10835.0,20560.0
Ghana,Salt,(t),330000.0,300000.0,330000.0,300000.0,300000.0
Ghana,Nat. Gas,(Mio m3),910.0,1550.0,2660.0,3020.0,3300.0
Ghana,Petroleum,(t),8876500.0,10205700.0,9561000.0,7864300.0,7393900.0
Greece,Chromium,(t),16650.0,12080.0,790.0,0.0,0.0
Greece,Nickel,(t),19980.0,17240.0,9270.0,4770.0,1700.0
Greece,Aluminium,(t),187465.0,186903.0,181708.0,169775.0,171450.0
Greece,Bauxite,(t),1559359.0,1379123.0,1428631.0,1227487.0,1173319.0
Greece,Lead,(t),15345.0,14818.0,19717.0,16773.0,10100.0
Greece,Zinc,(t),21515.0,22322.0,28090.0,22621.0,10502.0
Greece,Gold,(kg),2839.0,2333.0,2177.0,3315.0,1752.0
Greece,Silver,(kg),39150.0,37790.0,51111.0,44086.0,32870.0
Greece,Bentonite,(t),1365374.0,1393958.0,979329.0,1253789.0,1106201.0
Greece,Gypsum,(t),827298.0,589012.0,622834.0,647164.0,656296.0
Greece,Magnesite,(t),425882.0,358841.0,335943.0,393715.0,393287.0
Greece,Perlite,(t),790412.0,718077.0,821233.0,1053019.0,839108.0
Greece,Salt,(t),163474.0,201107.0,201000.0,210000.0,220000.0
Greece,Sulfur,(t),280000.0,260000.0,210000.0,250000.0,250000.0
Greece,Lignite,(t),36574360.0,27383575.0,13866637.0,12427717.0,14340293.0
Greece,Nat. Gas,(Mio m3),12.0,9.0,6.0,4.0,0.0
Greece,Petroleum,(t),201786.0,164905.0,89715.0,57570.0,0.0
Guatemala,Iron,(t),2590.0,30.0,0.0,0.0,0.0
Guatemala,Nickel,(t),48400.0,44600.0,57600.0,59100.0,52600.0
Guatemala,Antimony,(t),0.0,150.0,50.0,0.0,12.0
Guatemala,Lead,(t),264.0,377.0,0.0,0.0,0.0
Guatemala,Baryte,(t),63.0,50.0,50.0,100.0,20.0
Guatemala,Bentonite,(t),16953.0,12700.0,6000.0,7378.0,7400.0
Guatemala,Feldspar,(t),30257.0,28771.0,25578.0,34232.0,30000.0
Guatemala,Gypsum,(t),132897.0,140901.0,423281.0,138552.0,206143.0
Guatemala,Kaolin,(t),724.0,700.0,402.0,295.0,300.0
Guatemala,Magnesite,(t),4745.0,4500.0,6000.0,14100.0,10000.0
Guatemala,Talc,(t),2187.0,10.0,3151.0,2111.0,1450.0
Guatemala,Nat. Gas,(Mio m3),,,0.0,72.0,72.0
Guatemala,Petroleum,(t),458800.0,478200.0,389000.0,355500.0,349200.0
Guinea,Iron,(t),,0.0,418800.0,1140800.0,197900.0
Guinea,Bauxite,(t),59573707.0,70173326.0,87766199.0,87438557.0,103525513.0
Guinea,Gold,(kg),25823.0,27708.0,91798.0,102046.0,86236.0
Guinea,Diam. (Gem),(ct),219530.0,171880.0,96430.0,204990.0,160000.0
Guinea,Diam. (Ind),(ct),73180.0,57300.0,32145.0,68330.0,53330.0
Guyana,Manganese,(t),,,,0.0,105800.0
Guyana,Bauxite,(t),1926053.0,1919747.0,608168.0,618452.0,705631.0
Guyana,Gold,(kg),19069.0,19963.0,18209.0,15522.0,15129.0
Guyana,Diam. (Gem),(ct),62110.0,54990.0,19240.0,45106.0,83614.0
Guyana,Petroleum,(t),0.0,58280.0,3709780.0,5820870.0,13832300.0
Honduras,Antimony,(t),20.0,15.0,10.0,120.0,0.0
Honduras,Lead,(t),9893.0,12308.0,13400.0,14000.0,12400.0
Honduras,Zinc,(t),28422.0,29454.0,30200.0,32300.0,28200.0
Honduras,Gold,(kg),2070.0,3035.0,1963.0,2824.0,1911.0
Honduras,Silver,(kg),31182.0,45174.0,40400.0,37495.0,30000.0
Honduras,Gypsum,(t),35000.0,34964.0,45254.0,45000.0,75000.0
Honduras,Salt,(t),63500.0,49900.0,61200.0,63500.0,60000.0
Hungary,Bauxite,(t),4200.0,0.0,0.0,0.0,0.0
Hungary,Bentonite,(t),25000.0,41500.0,42000.0,42000.0,38501.0
Hungary,Perlite,(t),44970.0,43900.0,44000.0,60000.0,85505.0
Hungary,Lignite,(t),7898689.0,6847230.0,6125178.0,4987686.0,4927434.0
Hungary,Nat. Gas,(Mio m3),1905.0,1716.0,1708.0,1526.0,1549.0
Hungary,Petroleum,(t),1103000.0,1160000.0,1030000.0,1087000.0,1080000.0
Iceland,Aluminium,(t),731478.0,682616.0,691989.0,695857.0,730394.0
Iceland,Salt,(t),5000.0,5000.0,5000.0,5000.0,5000.0
India,Iron,(t),129615740.0,151827100.0,125963950.0,156024500.0,158405600.0
India,Chromium,(t),1864070.0,1832600.0,1273300.0,1716800.0,1614600.0
India,Manganese,(t),920230.0,919640.0,834340.0,832100.0,872600.0
India,Titanium,(t),172700.0,205200.0,205500.0,176000.0,154000.0
India,Vanadium,(t),442.0,76.0,100.0,100.0,50.0
India,Aluminium,(t),3696181.0,3635089.0,3619237.0,3585800.0,4073000.0
India,Bauxite,(t),23689619.0,21825227.0,20380548.0,22493947.0,23831706.0
India,Copper,(t),32530.0,28585.0,25260.0,26580.0,26200.0
India,Lead,(t),205920.0,197080.0,216280.0,216023.0,223038.0
India,Rare Earths,(t),2110.0,2520.0,2500.0,2600.0,2600.0
India,Selenium,(t),17.0,17.0,20.0,20.0,20.0
India,Tin,(t),16.0,12.0,13.0,20.0,34.0
